MIV;Datum Zeit;DiDok;Werk;Ort;Schaltfeld;(alt) TisID;Richtung;Linie;km_von;km_bis;U8min, mittel [kV];I8min, mittel [A];P8min, mittel [MW];Status Messung U;Status Messung I;Status Messung P;Anzahl beruecksichtigte Messungen U;Anzahl nicht beruecksichtigte Messungen U;Anzahl beruecksichtigte Messungen I;Anzahl nicht beruecksichtigte Messungen I;Anzahl beruecksichtigte Messungen P;Anzahl nicht beruecksichtigte Messungen P;Bemerkungen
39;13.01.2021 03:45;;;;;;;;;0;15.71;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 03:50;;;;;;;;;0;15.73;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 03:55;;;;;;;;;0;15.75;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:00;;;;;;;;;0.0256236;15.72;1.63;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:05;;;;;;;;;0.301911;15.7;19.23;0.09;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:10;;;;;;;;;0.2014596;15.69;12.84;0.09;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:15;;;;;;;;;0;15.69;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:20;;;;;;;;;0;15.71;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:25;;;;;;;;;0;15.69;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:30;;;;;;;;;0;15.65;0;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:35;;;;;;;;;0.9829617;15.61;62.97;0.81;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:40;;;;;;;;;1.4266606;15.58;91.57;1.18;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:45;;;;;;;;;0.4591255;15.59;29.45;0.35;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:50;;;;;;;;;0.314421;15.55;20.22;0.24;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 04:55;;;;;;;;;0.3680685;15.55;23.67;0.35;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:00;;;;;;;;;0.7498364;15.56;48.19;0.45;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:05;;;;;;;;;1.5571216;15.52;100.33;1.2;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:10;;;;;;;;;1.5299616;15.52;98.58;1.39;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:15;;;;;;;;;1.9418624;15.52;125.12;1.6;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:20;;;;;;;;;2.0761247;15.49;134.03;1.9;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:25;;;;;;;;;1.32339;15.5;85.38;1.12;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:30;;;;;;;;;1.7826272;15.52;114.86;1.66;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:35;;;;;;;;;2.3136845;15.55;148.79;2.26;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:40;;;;;;;;;1.748753;15.55;112.46;1.13;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:45;;;;;;;;;2.2093995;15.51;142.45;1.46;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:50;;;;;;;;;2.555121;15.45;165.38;1.93;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 05:55;;;;;;;;;2.9642652;15.48;191.49;0.56;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:00;;;;;;;;;4.5814164;15.46;296.34;1.69;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:05;;;;;;;;;5.1153536;15.43;331.52;4.8;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:10;;;;;;;;;4.6824372;15.42;303.66;3.7;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:15;;;;;;;;;4.2402156;15.41;275.16;2.7;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:20;;;;;;;;;4.3044006;15.38;279.87;3.51;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:25;;;;;;;;;4.8433;15.4;314.5;3.06;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:30;;;;;;;;;4.817928;15.45;311.84;2.31;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:35;;;;;;;;;5.2691413;15.41;341.93;4.38;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:40;;;;;;;;;6.2016892;15.32;404.81;5.14;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:45;;;;;;;;;5.269962;15.35;343.32;4.33;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:50;;;;;;;;;4.710909;15.33;307.3;4.17;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 06:55;;;;;;;;;3.7625632;15.38;244.64;2.82;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:00;;;;;;;;;4.6311673;15.41;300.53;2.91;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:05;;;;;;;;;6.9398624;15.37;451.52;5.72;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:10;;;;;;;;;6.8452541;15.31;447.11;5.51;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:15;;;;;;;;;6.7508114;15.37;439.22;4.45;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:20;;;;;;;;;7.2907751;15.31;476.21;5.81;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:25;;;;;;;;;5.3002015;15.35;345.29;3.76;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:30;;;;;;;;;4.5950976;15.36;299.16;3.15;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:35;;;;;;;;;6.617676;15.34;431.4;5.75;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:40;;;;;;;;;7.32294;15.28;479.25;5.4;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:45;;;;;;;;;6.8378409;15.29;447.21;4.67;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:50;;;;;;;;;7.8501212;15.32;512.41;6.67;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 07:55;;;;;;;;;4.9612804;15.38;322.58;3.84;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:00;;;;;;;;;4.2996038;15.37;279.74;3.48;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:05;;;;;;;;;7.445671;15.35;485.06;6.57;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:10;;;;;;;;;7.2463872;15.28;474.24;6.22;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:15;;;;;;;;;5.6294826;15.33;367.22;4.48;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:20;;;;;;;;;5.526528;15.36;359.8;4.25;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:25;;;;;;;;;5.1212324;15.38;332.98;2.93;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:30;;;;;;;;;4.900068;15.38;318.6;3.26;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:35;;;;;;;;;5.3065614;15.38;345.03;3.85;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:40;;;;;;;;;5.9918052;15.32;391.11;4.54;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:45;;;;;;;;;5.8212609;15.33;379.73;3.7;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:50;;;;;;;;;5.6455765;15.35;367.79;4.52;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 08:55;;;;;;;;;3.5697105;15.39;231.95;2.85;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:00;;;;;;;;;3.6557736;15.42;237.08;2.35;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:05;;;;;;;;;3.8227825;15.43;247.75;3.4;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:10;;;;;;;;;3.4382799;15.39;223.41;2.58;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:15;;;;;;;;;3.8108664;15.48;246.18;2.85;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:20;;;;;;;;;4.2974152;15.44;278.33;3.56;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:25;;;;;;;;;4.4870658;15.42;290.99;3.08;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:30;;;;;;;;;3.8043824;15.47;245.92;2.26;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:35;;;;;;;;;4.152651;15.45;268.78;3.24;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:40;;;;;;;;;3.3020548;15.41;214.28;2.24;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:45;;;;;;;;;3.012702;15.4;195.63;2.32;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:50;;;;;;;;;2.8534699;15.43;184.93;2.19;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 09:55;;;;;;;;;2.7520346;15.46;178.01;1.5;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:00;;;;;;;;;2.4077404;15.46;155.74;1.33;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:05;;;;;;;;;2.9431728;15.44;190.62;2.34;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:10;;;;;;;;;3.0445248;15.42;197.44;2.78;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:15;;;;;;;;;3.0107913;15.49;194.37;2.36;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:20;;;;;;;;;3.1563024;15.52;203.37;2.38;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:25;;;;;;;;;2.9386616;15.56;188.86;1.39;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:30;;;;;;;;;2.8321215;15.55;182.13;1.38;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:35;;;;;;;;;3.235333;15.55;208.06;2.81;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:40;;;;;;;;;3.917564;15.46;253.4;2.91;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:45;;;;;;;;;3.9499257;15.43;255.99;3.58;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:50;;;;;;;;;2.8438308;15.48;183.71;2.43;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 10:55;;;;;;;;;1.8349454;15.49;118.46;1.2;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:00;;;;;;;;;2.07359;15.5;133.78;1.41;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:05;;;;;;;;;2.8209204;15.48;182.23;2.36;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:10;;;;;;;;;2.4020008;15.44;155.57;1.99;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:15;;;;;;;;;2.8051839;15.53;180.63;2.3;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:20;;;;;;;;;3.0271185;15.55;194.67;2.54;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:25;;;;;;;;;1.9115289;15.57;122.77;1.31;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:30;;;;;;;;;2.1547518;15.63;137.86;1.43;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:35;;;;;;;;;3.118128;15.6;199.88;2.77;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:40;;;;;;;;;3.001568;15.52;193.4;2.28;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:45;;;;;;;;;2.6736138;15.51;172.38;2.12;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:50;;;;;;;;;2.714838;15.54;174.7;2.08;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 11:55;;;;;;;;;2.3328531;15.57;149.83;1.73;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:00;;;;;;;;;2.4152028;15.59;154.92;1.98;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:05;;;;;;;;;2.421127;15.59;155.3;2.14;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:10;;;;;;;;;2.3438982;15.54;150.83;2.09;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:15;;;;;;;;;3.094106;15.56;198.85;2.62;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:20;;;;;;;;;2.4566128;15.56;157.88;2.18;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:25;;;;;;;;;2.4622398;15.57;158.14;2.06;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:30;;;;;;;;;2.06076;15.6;132.1;1.4;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:35;;;;;;;;;2.7071808;15.58;173.76;2.3;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:40;;;;;;;;;3.0060576;15.54;193.44;2.45;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:45;;;;;;;;;2.3951665;15.55;154.03;1.93;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:50;;;;;;;;;2.205923;15.55;141.86;2.08;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 12:55;;;;;;;;;1.7485608;15.54;112.52;1.34;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:00;;;;;;;;;2.3447616;15.52;151.08;1.26;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:05;;;;;;;;;3.3427152;15.51;215.52;2.67;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:10;;;;;;;;;3.2432855;15.47;209.65;2.62;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:15;;;;;;;;;2.9768912;15.52;191.81;2.45;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:20;;;;;;;;;2.8342985;15.55;182.27;2.33;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:25;;;;;;;;;2.9605952;15.52;190.76;1.88;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:30;;;;;;;;;2.585079;15.54;166.35;1.79;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:35;;;;;;;;;2.744006;15.56;176.35;2.32;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:40;;;;;;;;;2.8031184;15.48;181.08;2;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:45;;;;;;;;;2.9285394;15.49;189.06;2.13;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:50;;;;;;;;;2.9810816;15.52;192.08;2.39;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 13:55;;;;;;;;;2.2156651;15.53;142.67;1.16;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:00;;;;;;;;;2.2194228;15.54;142.82;1.15;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:05;;;;;;;;;2.748615;15.5;177.33;2.36;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:10;;;;;;;;;2.5922562;15.42;168.11;1.94;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:15;;;;;;;;;2.8571718;15.42;185.29;2.16;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:20;;;;;;;;;2.5812536;15.49;166.64;2.03;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:25;;;;;;;;;2.3272755;15.51;150.05;1.67;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:30;;;;;;;;;2.3183184;15.53;149.28;1.66;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:35;;;;;;;;;2.9449854;15.54;189.51;2.58;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:40;;;;;;;;;2.76799;15.5;178.58;2.45;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:45;;;;;;;;;2.2668512;15.52;146.06;1.65;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:50;;;;;;;;;2.6127402;15.54;168.13;2.23;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 14:55;;;;;;;;;2.829057;15.54;182.05;2.01;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:00;;;;;;;;;2.4334086;15.54;156.59;1.31;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:05;;;;;;;;;3.3188298;15.51;213.98;2.6;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:10;;;;;;;;;3.4298537;15.47;221.71;2.88;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:15;;;;;;;;;3.1638104;15.44;204.91;2.43;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:20;;;;;;;;;2.7410592;15.42;177.76;2.2;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:25;;;;;;;;;2.2748449;15.43;147.43;1.69;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:30;;;;;;;;;2.601365;15.5;167.83;1.42;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:35;;;;;;;;;3.4586279;15.47;223.57;2.5;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:40;;;;;;;;;4.128124;15.4;268.06;3.25;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:45;;;;;;;;;3.9755844;15.42;257.82;3.54;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:50;;;;;;;;;3.4878375;15.45;225.75;2.98;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 15:55;;;;;;;;;3.0988032;15.42;200.96;2.33;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:00;;;;;;;;;3.5050344;15.44;227.01;1.66;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:05;;;;;;;;;4.4987954;15.41;291.94;3.62;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:10;;;;;;;;;4.982445;15.3;325.65;4.14;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:15;;;;;;;;;5.1542016;15.36;335.56;3.84;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:20;;;;;;;;;5.5116;15.31;360;4.42;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:25;;;;;;;;;6.0711118;15.34;395.77;3.82;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:30;;;;;;;;;6.2351479;15.37;405.67;3.77;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:35;;;;;;;;;6.2533176;15.32;408.18;5.38;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:40;;;;;;;;;6.759417;15.26;442.95;5.39;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:45;;;;;;;;;5.400635;15.25;354.14;4.39;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:50;;;;;;;;;4.8453237;15.27;317.31;3.98;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 16:55;;;;;;;;;4.154018;15.32;271.15;2.94;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:00;;;;;;;;;5.6404826;15.37;366.98;3.65;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:05;;;;;;;;;6.4883712;15.36;422.42;5.66;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:10;;;;;;;;;5.852097;15.3;382.49;5.25;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:15;;;;;;;;;5.9103028;15.32;385.79;4.81;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:20;;;;;;;;;6.8604492;15.32;447.81;6.07;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:25;;;;;;;;;6.0923606;15.37;396.38;4.64;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:30;;;;;;;;;5.041953;15.45;326.34;2.97;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:35;;;;;;;;;6.2565968;15.44;405.22;5.13;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:40;;;;;;;;;6.9289246;15.34;451.69;5.98;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:45;;;;;;;;;6.966528;15.36;453.55;5.59;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:50;;;;;;;;;6.53807;15.4;424.55;5.26;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 17:55;;;;;;;;;6.540912;15.45;423.36;4.43;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:00;;;;;;;;;6.572819;15.46;425.15;4.63;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:05;;;;;;;;;7.3550316;15.42;476.98;6.66;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:10;;;;;;;;;6.4082308;15.38;416.66;5.55;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:15;;;;;;;;;6.113184;15.4;396.96;4.39;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:20;;;;;;;;;6.2812444;15.43;407.08;4.21;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:25;;;;;;;;;6.259722;15.45;405.16;4.42;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:30;;;;;;;;;6.28153;15.5;405.26;4.97;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:35;;;;;;;;;4.7268585;15.47;305.55;3.42;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:40;;;;;;;;;5.296214;15.4;343.91;4.47;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:45;;;;;;;;;5.010082;15.4;325.33;3.67;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:50;;;;;;;;;4.580064;15.39;297.6;3.77;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 18:55;;;;;;;;;4.7880984;15.44;310.11;3.61;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:00;;;;;;;;;5.3415288;15.48;345.06;4.09;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:05;;;;;;;;;5.5763685;15.45;360.93;4.15;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:10;;;;;;;;;5.4053376;15.36;351.91;4.7;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:15;;;;;;;;;4.44906;15.4;288.9;3.49;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:20;;;;;;;;;5.027691;15.42;326.05;4.05;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:25;;;;;;;;;4.1708706;15.41;270.66;3.33;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:30;;;;;;;;;3.7326624;15.46;241.44;2.49;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:35;;;;;;;;;4.567638;15.45;295.64;3.73;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:40;;;;;;;;;4.4142834;15.42;286.27;3.19;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:45;;;;;;;;;3.787923;15.42;245.65;2.51;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:50;;;;;;;;;4.1278336;15.43;267.52;3.55;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 19:55;;;;;;;;;3.6628319;15.47;236.77;3.03;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:00;;;;;;;;;3.4190676;15.48;220.87;2.49;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:05;;;;;;;;;3.54826;15.5;228.92;2.99;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:10;;;;;;;;;3.2946459;15.47;212.97;2.97;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:15;;;;;;;;;3.151336;15.52;203.05;2.74;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:20;;;;;;;;;3.0507132;15.53;196.44;2.3;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:25;;;;;;;;;2.5578396;15.57;164.28;1.85;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:30;;;;;;;;;2.637648;15.6;169.08;1.7;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:35;;;;;;;;;2.9231016;15.56;187.86;2.14;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:40;;;;;;;;;3.201835;15.5;206.57;2.41;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:45;;;;;;;;;3.4081155;15.45;220.59;2.84;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:50;;;;;;;;;2.60772;15.5;168.24;2.46;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 20:55;;;;;;;;;2.0753931;15.51;133.81;1.11;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:00;;;;;;;;;2.9830642;15.49;192.58;1.53;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:05;;;;;;;;;3.7664484;15.51;242.84;3.37;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:10;;;;;;;;;2.36468;15.5;152.56;2.03;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:15;;;;;;;;;2.3826304;15.52;153.52;1.96;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:20;;;;;;;;;2.3089332;15.54;148.58;2.1;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:25;;;;;;;;;1.9219352;15.59;123.28;1.37;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:30;;;;;;;;;2.4233132;15.58;155.54;1.47;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:35;;;;;;;;;3.1085768;15.56;199.78;2.68;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:40;;;;;;;;;3.4943244;15.54;224.86;3.36;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:45;;;;;;;;;3.5510145;15.51;228.95;3.34;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:50;;;;;;;;;2.4845352;15.54;159.88;2.21;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 21:55;;;;;;;;;1.7414445;15.55;111.99;1.25;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:00;;;;;;;;;2.2048677;15.57;141.61;1.53;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:05;;;;;;;;;2.6503;15.59;170;2.32;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:10;;;;;;;;;2.2870088;15.56;146.98;2.06;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:15;;;;;;;;;2.8947824;15.56;186.04;2.17;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:20;;;;;;;;;2.166528;15.6;138.88;1.71;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:25;;;;;;;;;2.0411636;15.61;130.76;1.36;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:30;;;;;;;;;2.481858;15.57;159.4;1.62;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 22:35;;;;;;;;;3.0809215;15.55;198.13;2.65;ok;ok;ok;8;0;8;0;8;0;
